business_id,categories,name,review_count
l4zq494c6zfNUJrMcd9Y1w,"[Local Services, Dry Cleaning & Laundry]",The Laundry Basket,3.0
2Igiyhi82R8_QaaPplRmCw,"[Breakfast & Brunch, Diners, Restaurants]",The Dor-Stop Restaurant,275.0
Cex2R008tMFg8R5fAtf77w,"[Pizza, Restaurants]",Campiti's Don Pizzeria,37.0
BrzQp0bjp0cwmUzXxLszjQ,"[Auto Repair, Automotive]",Ruffing Automotive,3.0
xmyWUwZtjPK6xLdNuAUxaw,"[Hair Salons, Beauty & Spas]",Geno Como Salon,7.0
PHs72DjjpVStO2HzWfM5jQ,"[Pediatric Dentists, Health & Medical, Dentists, General Dentistry, Cosmetic Dentists]",Martik Family Dental LLC,4.0
n7G2XFGvmS3duDJ4AzjKiQ,"[Indian, Restaurants]",Namaste India,32.0
8tBfgYCI6Fz9xrSYCYCYXA,"[Indian, Restaurants]",Maharaja Restaurant,10.0
Tb7hQ37UFA2QFaMwjFieQw,"[Fast Food, Restaurants]",Arby's,8.0
21hqlWgjmNgW4pBZJDuziQ,"[Food, Grocery]",Market On Broadway IGA,6.0
qemCNgjeYGcFsRwxW9x4xw,"[Italian, Bars, Pizza, Nightlife, Restaurants]",Bado's Pizza Grill and Ale House,93.0
iudRNo5Q8W7firUBYJEqQQ,"[Pizza, Restaurants]",Little Nipper's Pizza,10.0
v0GwJK6CnFpKVex-ekCpJg,"[Active Life, Bowling]",Dormont Lanes,3.0
bufORugql7KgD_d5KvhxDQ,"[Shopping, Flowers & Gifts, Nurseries & Gardening, Florists, Home & Garden]",The Botanical Emporium Florist & Greenhouse,7.0
k_YKbdDeNIETkjKi-cAN-A,"[Arts & Crafts, Shopping]",Heckman Lee Custom Framing & Gallery,3.0
9rbWt_PX8qVVN-nEJv3A9Q,"[Hair Salons, Beauty & Spas]",Supercuts,5.0
T6P49PTjPAy7BzyGtscLqw,"[Flowers & Gifts, Shopping, Florists]",Blooming Dahlia,6.0
7s1iOwUhUvJEGrPOTDx6FA,"[Food, Convenience Stores]",Tienda La Jimenez,3.0
g4jHGmS46NHnb7xp-YPUKg,"[Security Systems, Home Services]","ADT Security Services, Inc.",3.0
WxN-aV_puFazt3UGNLlw0A,"[Food, Beer, Wine & Spirits, Event Planning & Services, Caterers]",McBroom Distributor,10.0
2X5G4Ujq0s4Wfn4TC7gX0g,"[Pubs, Bars, Hot Dogs, Nightlife, Restaurants]",D's Six Pax & Dogz,288.0
qxFxqYjZFQv2uP09QbwvVQ,"[Shopping, Antiques]",Le Mix,4.0
YSwiLSkOzH-gQU6PVJ9kmA,"[Bridal, Shopping]",Candalina Brides,10.0
1PcoOrAavnik-f_Epp9v0A,"[Local Services, Dry Cleaning & Laundry]",Regency Cleaners,7.0
evIbqjnN4ePd9eT4L4WsIw,"[Pubs, Bars, Nightlife]",Pub In the Park,6.0
7lDNKKxMV84KIS1OVZOepw,"[Bars, Pool Halls, Irish Pub, Sports Bars, Nightlife]",Murphy's Tap Room,12.0
WD7TUnO7ExNJahLN4p3bMA,"[Endodontists, Health & Medical, Dentists, General Dentistry]",Edgewood Dental Associates,15.0
XQ7elqSFIRogvqpiTZz-Wg,"[American (Traditional), Restaurants]",Dunning's Grill,21.0
V4rrrgVfAVwCI2737bhLIQ,"[Used, Vintage & Consignment, Fashion, Shopping]",Ambiance Boutique,4.0
KDlMnPXCFcBRcwCChqgK3A,"[Local Services, Dry Cleaning & Laundry]",The Square Wash,5.0
JL5B_s1EoN4zIru4JSw4Qg,"[Fast Food, Mexican, Tex-Mex, Restaurants]",Taco Bell,6.0
D9sHwmqlNkrVxmX-057i1g,"[Food, Coffee & Tea]",Katerbean,11.0
HTmOPehNDQAtCosPo_FgyA,"[Local Services, Shoe Repair]",Edgewood Shoe Repair,7.0
IafkUjO5CiXAu9LfB4_Sgg,"[Sandwiches, Diners, Restaurants]",Rudy Martino Original House of Submarines,5.0
KJ2QkRmt6eMziWp9up_9vw,"[Hardware Stores, Shopping, Home & Garden]",Master's Hardware,5.0
DzOPHyrG2XuVqKEvHCnN7w,"[Nightlife, Bars, Sandwiches, Restaurants]",Triangle Bar & Grill,58.0
nqRNOug4OMrYTTZg-qLxXA,"[Burgers, Pizza, Sandwiches, Restaurants]",Veltre's Pizza,16.0
_8xYpVdKMllhuuf4PIvq8w,"[Food, Grocery]",Giant Eagle,10.0
v3r3IFCiWYrae-n3vyccSA,"[Health & Medical, Chiropractors]",Edgewood Family Chiropractic,3.0
K8Ebs8G1rwc3DBdznHvDxg,"[Burgers, Fast Food, Restaurants]",Wendy's,5.0
SNJHgqJPj5SZhntFdsDUeg,"[Department Stores, Fashion, Shopping]",Kmart,6.0
